numerator,(514229*x-1149851)/2
denominator,12000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-591286729879*x-1322157322203)/2
"(1, 1)",1
"(2, -4)",(781774079430987230203437*x+1748099984655007556773207)/2
"(2, -2)",1961517397169622419890*x+4386086239119729314730
"(2, 0)",29308693737917160*x+65536231529606040
"(2, 2)",-6634741820
"(2, 4)",(591286729879*x-1322157322203)/2
"(3, -5)",-38750704029763078258504786320*x-86649208386525276793464512160
"(3, -3)",-1303212260102848298925201720*x-2914071202701105867549086040
"(3, -1)",995145956456271667884432*x+2225214006170271378317532
"(3, 1)",-652038093196991147466*x-1458001503673850522178
"(3, 3)",4408055159193360
"(3, 5)",-29308693737917160*x+65536231529606040
"(4, -8)",-2593434589296386390058355285817670*x-5799096036865968454669610369208370
"(4, -6)",862096940270829923366614516872030*x+1927707361640151666906686365000602
"(4, -4)",-42054092561584154435135129792352*x-94035809699770430277145728144864
"(4, -2)",158070445742916127827860885790*x+353456261914852712701617001370
"(4, 0)",-2050483726252483557052102200*x-4585020998650687671368041800
"(4, 2)",-1353982602260933574369430*x-3027597673673475392410530
"(4, 4)",142246021892593594176
"(4, 6)",652038093196991147466*x-1458001503673850522178
"(4, 8)",-1961517397169622419890*x+4386086239119729314730
"(5, -11)",-516814161714094749113231797780140916*x-1155631597327285091018995770169646409
"(5, -9)",-1315739512989368039713270364182791162*x-2942082991726694466820618390717240818
"(5, -7)",1790178169785211291083270750924340080*x+4002960079475892540165408272442996220
"(5, -5)",(-78059986992460228234789222328088875*x-174547437237890434002589360112553375)/2
"(5, -3)",-1564767661112815263296564070192780*x-3498926859241609149850825707006870
"(5, -1)",32557327127796966130225873957668*x+72800396623450553291484317890132
"(5, 1)",427462215973334074334787424288*x+955834572618947768382552805032
"(5, 3)",289164235833685902251487195*x+646596180740100988372083255
"(5, 5)",132017146754560690026125
"(5, 7)",1353982602260933574369430*x-3027597673673475392410530
"(5, 9)",-995145956456271667884432*x+2225214006170271378317532
"(5, 11)",(-781774079430987230203437*x+1748099984655007556773207)/2
"(6, -12)",1723051632079701440280078389106809789160*x+3852860578072169754425506385251290152760
"(6, -10)",2711062072720762468344043337746833044400*x+6062119085825103108759126507631140127200
"(6, -8)",-382322176494404042599481614979613883365*x-854898375947159683876677385805669003895
"(6, -6)",52511822475251898058303156154769342600*x+117420004677064512069438869483804068200
"(6, -4)",2242363140998026381226816082847681920*x+5014076413511532604701260308153868352
"(6, -2)",-163818960902453100008358750181656240*x-366310332581265503505167444199858240
"(6, 0)",5454094706001483976620194370924600*x+12195726518322600148962246620867400
"(6, 2)",22793096554101061965177553428120*x+50966913866796241458871015263960
"(6, 4)",11751096377612134327573390176*x+26268665620940867942825909472
"(6, 6)",-177618809358355923274258800
"(6, 8)",-289164235833685902251487195*x+646596180740100988372083255
"(6, 10)",2050483726252483557052102200*x-4585020998650687671368041800
"(6, 12)",1303212260102848298925201720*x-2914071202701105867549086040
"(7, -15)",51234527073472552762782987582816168745800*x+114563885331337990153020352152343801882440
"(7, -13)",-208993997262888589879288801954643588564800*x-467324784769223872791122746605982390007580
"(7, -11)",-565172298781706505848621323295635809908796*x-1263763679075717322767649238497839781615628
"(7, -9)",-15534555756432034815522740765975819195808*x-34736322671642695733298051032415767475168
"(7, -7)",6346526237410698878873595108435545064800*x+14191264087836291581687412533132540613600
"(7, -5)",-685327304271643160697362559183969039120*x-1532438439188076106144335693497231791920
"(7, -3)",36639020249423852926399249910003576550*x+81927339906703033041383757102637595310
"(7, -1)",780083893923107256080335536757630064*x+1744320614964471040586191507826314272
"(7, 1)",98120363564979609873620525250488952*x+219403802905649413343910318123015032
"(7, 3)",589656124046776347008503318936080*x+1318511052787849897146896976009660
"(7, 5)",-1462071974255889112452988401840*x-3266974234542656654043313666320
"(7, 7)",-21466831290833948436383982400
"(7, 9)",-11751096377612134327573390176*x+26268665620940867942825909472
"(7, 11)",-427462215973334074334787424288*x+955834572618947768382552805032
"(7, 13)",-158070445742916127827860885790*x+353456261914852712701617001370
"(7, 15)",38750704029763078258504786320*x-86649208386525276793464512160
"(8, -16)",55602126408901206495594269264710967749191456*x+124330134343839365479071968827992104514021216
"(8, -14)",-43045908453374698443190955557341381871078316*x-96253577454978662288420272412553314431005828
"(8, -12)",-30136059668503647708170826882324852222204600*x-67386277992763934260620408195801848613845640
"(8, -10)",1932403839045948259263048123542606949014400*x+4320986344088302662193691705531942701094880
"(8, -8)",-1575711447838504721581911621259090546462720*x-3523397910291510621636283155726690747863040
"(8, -6)",-425464759427125079988204142807235536121448*x-951368124109646159483286645744243059622168
"(8, -4)",-39643303929587876528763655104073100836200*x-88645122439243028552264555330286836848600
"(8, -2)",-255968244290351263080722199952863806900*x-572362394314488065964582464430991337820
"(8, 0)",49748726041626709816769792401089068160*x+111241533222923082730695006625811975040
"(8, 2)",-2889794448617446992921575148648938460*x-6461776827244333894020158999911104020
"(8, 4)",60086793711326709123667249846585400*x+134358289380174309198811765602683400
"(8, 6)",358846418189335631348286870723864*x+803844099412596823175730622836072
"(8, 8)",5329771050877315884156538511360
"(8, 10)",1462071974255889112452988401840*x-3266974234542656654043313666320
"(8, 12)",-22793096554101061965177553428120*x+50966913866796241458871015263960
"(8, 14)",-32557327127796966130225873957668*x+72800396623450553291484317890132
"(8, 16)",42054092561584154435135129792352*x-94035809699770430277145728144864
"(9, -19)",-1139827782027880125070846096239176551437534624*x-2548732403257153050004129798623664126952444028
"(9, -17)",2068869020686771203895975777130394437035781535*x+4626131766799039056316914892944576504952451355
"(9, -15)",-7211171251523026513166366563858423062847969200*x-16124669115797721154766535501737889211759749600
"(9, -13)",-779618125351265561451348131436115685718207690*x-1743279124776381904568683316915407500498076290
"(9, -11)",-474876884114777035275053555590533698025273840*x-1061856993823931494817005404141262073895284448
"(9, -9)",(-240631107073357534874501395078139014008445329*x-538067512917057921555330623925037262718407853)/2
"(9, -7)",-5514749296927045879451686262128259659784520*x-12331354306798046673160421908450795011101610
"(9, -5)",-5231984926088447039455039643182632409572000*x-11699073951987980447174056188594587968123200
"(9, -3)",-70862994386436786688365004706889462918480*x-158454472537258575821156177746717899462480
"(9, -1)",-14043479832393537797084997462398393866095*x-31402175545880322841522907167740134980923
"(9, 1)",301316690650555706321759683875483345516*x+673764603097419310126973210549180785422
"(9, 3)",-23792940188697360382849764345513785760*x-53202631406823172165414795911958438080
"(9, 5)",-1548859256280630727283615522167011600*x-3463336887676373894600928727204765200
"(9, 7)",7337168983718386789334853550153815*x+16425061994280331263833375906840715
"(9, 9)",406961791824078162019998068758551
"(9, 11)",-358846418189335631348286870723864*x+803844099412596823175730622836072
"(9, 13)",-589656124046776347008503318936080*x+1318511052787849897146896976009660
"(9, 15)",-5454094706001483976620194370924600*x+12195726518322600148962246620867400
"(9, 17)",1564767661112815263296564070192780*x-3498926859241609149850825707006870
"(9, 19)",-862096940270829923366614516872030*x+1927707361640151666906686365000602
"(10, -22)",3428928531892747315383966924085684100878307120*x+7667317287300738620446237650747661524405124380
"(10, -20)",(103207583373152226913887131759430804480594791625*x+230779172215845422909572783500339319853530032875)/2
"(10, -18)",216594438672865365793944316158204419267418924840*x+484319888420936292032456831600176535679589238760
"(10, -16)",-129730557143878163884878625657684483055998171192*x-290086344532632539622466833167093607361662669768
"(10, -14)",-79444233916435711513296708592025819100256472400*x-177642707457544598044647762094139058288362681600
"(10, -12)",-9706406445360936229121432335630664258824438965*x-21704184629069151639228558567857565739042793535
"(10, -10)",3172460182966952320650070653154281811394626250*x+7093836625025525845206711576712084399322321250
"(10, -8)",963356090817599190428758783798711887417765240*x+2154129705606612745902251378044241424331820360
"(10, -6)",-66260039703358809706406046805811271570255600*x-148161952968545298796163791982109644599877400
"(10, -4)",(-123992290575966945005887956952027217853650881*x-277255190413768642965473787232888678546024179)/2
"(10, -2)",-6568733700671809888526491884977591355755760*x-14688135080795836870759988975769984952880240
"(10, 0)",-302174724869939375221308253129287319950000*x-675683225890458648846324334428754804050000
"(10, 2)",-25434097436104555228550358621480488224160*x-56872370791264461654517166133012269898240
"(10, 4)",(639549553761444661423282549613791966749*x+1430076696588431287868184405429822339671)/2
"(10, 6)",-16724309754306250465617583914974126100*x-37396469365873695557581126537418724900
"(10, 8)",82703160359519424312607410610543640*x+181671381123358779832907873271288360
"(10, 10)",-10730699752440443423016503280047500
"(10, 12)",-7337168983718386789334853550153815*x+16425061994280331263833375906840715
"(10, 14)",-60086793711326709123667249846585400*x+134358289380174309198811765602683400
"(10, 16)",-98120363564979609873620525250488952*x+219403802905649413343910318123015032
"(10, 18)",163818960902453100008358750181656240*x-366310332581265503505167444199858240
"(10, 20)",(78059986992460228234789222328088875*x-174547437237890434002589360112553375)/2
"(10, 22)",2593434589296386390058355285817670*x-5799096036865968454669610369208370
"(11, -23)",-2366897175229482444289216273150356206294132426810*x-5292542979565354140598476796585782485721858662130
"(11, -21)",-2964756845908658685099046485695852791745524279584*x-6629397844209630076716612723428910054718934528928
"(11, -19)",-1031393632282966473720770443515335221921477022040*x-2306266273345134644808685544819122505404764396248
"(11, -17)",3820762889645170347417133231041789947639274820480*x+8543485547155128231236613083787338270559579893880
"(11, -15)",2047830374768402743434146015864898462166428982800*x+4579087924371018687335025259334098028681329858800
"(11, -13)",-108383232947849901618692389201851356493054673680*x-242352276492587299103009164881206537245775277440
"(11, -11)",-139562981499600199630975180595788634626912286808*x-312072313775651584851275480708127105208302731256
"(11, -9)",48564873671580394936934781103445078854978404240*x+108594358848343559567971841008988687124277242252
"(11, -7)",15890810360099432779796252819386516291894454190*x+35532932182740243459639454376340666406206451990
"(11, -5)",-422895700906313041642515952783305929752850400*x-945623534618935355872203287104242014568676800
"(11, -3)",-247110450109409313940810019654567263608743400*x-552555764395209199938532987611194129734732200
"(11, -1)",-81295792438249986819153955304638566771149424*x-181782918176624400113055423421103813233117928
"(11, 1)",-4713961312009982913347031857636200968845180*x-10540737936683438334184993960118957090221548
"(11, 3)",-109444148837389021727723295151887973153200*x-244724555704166768084076514861608400603200
"(11, 5)",-8174777359730551560310223964367201662000*x-18279356446858627816713897593273257258800
"(11, 7)",206041844529688679963280299419270685680*x+460669820647185636089351118211734090540
"(11, 9)",-2921324987658828821469358606454153394*x-6696549694462367588815838250553943178
"(11, 11)",472065326168101732518655831877597904
"(11, 13)",-82703160359519424312607410610543640*x+181671381123358779832907873271288360
"(11, 15)",1548859256280630727283615522167011600*x-3463336887676373894600928727204765200
"(11, 17)",2889794448617446992921575148648938460*x-6461776827244333894020158999911104020
"(11, 19)",-780083893923107256080335536757630064*x+1744320614964471040586191507826314272
"(11, 21)",-2242363140998026381226816082847681920*x+5014076413511532604701260308153868352
"(11, 23)",-1790178169785211291083270750924340080*x+4002960079475892540165408272442996220
"(12, -26)",1739614631210702182996527909485721308892626885454*x+3889896570040357359484283417405236142200190964522
"(12, -24)",-69428890587878360774659236111573192239134693747800*x-155247718956891351048409892050700641333306311985800
"(12, -22)",-48442548901119733949066813461101770504997406203570*x-108320832346261463334845231960372601990321767677590
"(12, -20)",-65775642406158073835420054794507370306921059288320*x-147078807683887284852676466036217598346082885788160
